入网时间,套餐价格,每月流量,每月话费,每月通话时长,欠费金额,欠费月份数
26.0,129.0,0.0,0.0,0.0,0.0,0.0
25.0,89.0,16.7669270833,105.283333333,157.327777778,272.18,4.0
24.0,159.0,35.9391276042,54.3416666667,234.605555556,0.0,0.0
87.0,599.0,0.0,4.0,0.0,0.0,0.0
20.0,389.0,639.028320312,474.775,2422.41666667,266.4,1.0
22.0,89.0,0.0,89.0,0.0,767.0,13.0
15.0,39.0,52.7430013021,40.6,95.9138888889,0.0,0.0
27.0,100.0,5.93831380208,195.858333333,1563.60277778,161.1,1.0
12.0,159.0,15.77734375,45.4166666667,459.455555556,0.0,0.0
12.0,89.0,0.0,0.0,0.0,0.0,0.0
27.0,100.0,0.0,120.0,0.0,100.0,1.0
26.0,289.0,172.892089844,351.865,2186.93333333,0.0,0.0
14.0,19.0,354.62890625,76.2866666667,309.713888889,0.0,0.0
39.0,69.0,804.901041667,345.066666667,4528.95555556,0.0,0.0
23.0,159.0,2.03531901042,44.855,57.7972222222,0.0,0.0
39.0,89.0,1.41097005208,70.05,6.31388888889,252.3,4.0
14.0,389.0,1902.35107422,473.131666667,478.65,51.95,1.0
21.0,129.0,83.0491536458,135.0,214.644444444,135.0,1.0
126.0,159.0,238.834147135,155.861666667,933.661111111,0.0,0.0
23.0,289.0,0.243326822917,0.0,168.669444444,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
34.0,199.0,0.0,4.0,0.0,0.0,0.0
53.0,159.0,21.3413085938,0.0333333333333,1115.93611111,0.0,0.0
23.0,89.0,0.0,89.0,0.0,118.0,2.0
30.0,69.0,0.0,60.7666666667,263.202777778,48.43,1.0
28.0,159.0,0.0,0.0,0.0,0.0,0.0
32.0,159.0,0.0,4.06166666667,0.0,0.0,0.0
39.0,39.0,0.0,60.0,0.0,320.7,6.0
23.0,129.0,794.151041667,187.228333333,382.386111111,185.0,1.0
12.0,19.0,426.782877604,58.3783333333,45.6388888889,0.0,0.0
22.0,209.0,0.0,71.5116666667,0.0,0.0,0.0
14.0,289.0,884.592122396,302.333333333,554.763888889,0.0,0.0
28.0,389.0,1267.60432943,390.0,752.555555556,0.0,0.0
44.0,99.0,0.0703125,2.7,204.2,0.0,0.0
52.0,159.0,0.0,0.0,0.0,0.0,0.0
31.0,159.0,0.191243489583,0.0,150.319444444,0.0,0.0
15.0,589.0,235.256184896,18.03,49.8861111111,0.0,0.0
63.0,89.0,171.775227865,90.2833333333,347.0,0.0,0.0
39.0,159.0,0.0,0.0,0.0,0.0,0.0
28.0,389.0,1338.54964193,406.7,484.605555556,21.31,1.0
32.0,69.0,0.0,60.0,1.68055555556,154.79,3.0
32.0,159.0,0.0,0.0,6.46111111111,0.0,0.0
13.0,389.0,1174.77164714,404.458333333,1392.35833333,0.0,0.0
173.0,159.0,0.0,4.0,0.0,0.0,0.0
18.0,129.0,301.130533854,150.208333333,342.702777778,0.0,0.0
20.0,389.0,539.810709635,392.333333333,444.319444444,389.0,1.0
12.0,19.0,140.219401042,45.0,135.055555556,0.0,0.0
63.0,389.0,153.499186198,393.0,0.594444444444,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
33.0,199.0,0.0,5.03166666667,0.0,0.0,0.0
25.0,89.0,0.0,89.0,0.0,177.0,3.0
91.0,189.0,54.7864583333,243.833333333,1021.88333333,0.0,0.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
14.0,159.0,0.0,39.0,0.0,0.0,0.0
27.0,389.0,36.791015625,1.0,509.288888889,0.0,0.0
41.0,129.0,4.99055989583,81.95,364.255555556,0.0,0.0
24.0,289.0,805.012532552,290.0,1030.38888889,0.0,0.0
18.0,60.0,186.919270833,107.653333333,52.1222222222,0.0,0.0
22.0,89.0,160.637532552,105.173333333,548.663888889,0.0,0.0
20.0,89.0,0.0,89.0,0.0,176.49,3.0
24.0,89.0,120.970052083,99.7066666667,422.519444444,0.0,0.0
16.0,129.0,0.0,0.0,0.0,0.0,0.0
57.0,159.0,0.0,14.7483333333,252.763888889,0.0,0.0
17.0,159.0,6.26057942708,0.47,96.2777777778,0.0,0.0
26.0,289.0,1930.90315755,386.503333333,176.586111111,0.0,0.0
39.0,39.0,0.0,60.35,599.022222222,0.0,0.0
41.0,159.0,0.0,4.0,0.0,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
16.0,189.0,0.0,0.0,0.0,0.0,0.0
57.0,159.0,0.0,63.2083333333,320.033333333,0.0,0.0
28.0,389.0,542.015299479,1.0,329.166666667,0.0,0.0
49.0,159.0,0.0,43.1666666667,0.0,0.0,0.0
52.0,159.0,1.65755208333,65.1166666667,101.891666667,0.0,0.0
39.0,69.0,0.0,280.0,43.4111111111,104.7,2.0
20.0,389.0,1141.14453125,398.666666667,15.2083333333,256.15,1.0
27.0,389.0,524.098958333,390.0,752.408333333,0.0,0.0
28.0,389.0,2876.70166016,615.191666667,2612.58333333,0.0,0.0
41.0,129.0,123.646647135,83.68,222.488888889,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
12.0,39.0,6.11588541667,40.0,58.2777777778,15.25,1.0
59.0,159.0,152.593261719,135.341666667,91.6333333333,0.0,0.0
38.0,89.0,1.9931640625,85.7166666667,555.244444444,0.0,0.0
23.0,289.0,20.2740885417,300.125,532.405555556,0.0,0.0
39.0,69.0,0.0,60.0,85.4666666667,60.1,3.0
17.0,159.0,0.0,11.7166666667,0.0,0.0,0.0
130.0,139.0,334.952473958,34.9,241.394444444,0.0,0.0
20.0,159.0,5.04166666667,7.735,527.805555556,0.0,0.0
25.0,289.0,649.762369792,290.0,234.986111111,0.0,0.0
31.0,199.0,3.03271484375,80.2333333333,756.269444444,0.0,0.0
25.0,89.0,140.251790365,111.525,346.366666667,0.0,0.0
17.0,209.0,0.16455078125,0.0,23.9,0.0,0.0
41.0,159.0,1200.84847005,96.0333333333,331.333333333,0.0,0.0
27.0,100.0,248.813964844,121.616666667,469.861111111,100.0,1.0
71.0,159.0,0.0,17.0,0.0,0.0,0.0
18.0,89.0,0.0,89.0,10.4472222222,0.0,0.0
12.0,19.0,651.591959635,75.81,136.563888889,0.0,0.0
39.0,69.0,0.0,64.65,457.213888889,0.0,0.0
16.0,389.0,0.0,0.0,0.0,0.0,0.0
19.0,389.0,216.819173177,6.0,260.888888889,0.0,0.0
18.0,389.0,179.162597656,401.333333333,141.155555556,0.0,0.0
25.0,89.0,364.795572917,139.625,586.397222222,0.0,0.0
34.0,209.0,0.0144856770833,5.05,13.9,0.0,0.0
39.0,39.0,0.0,60.0,0.0,180.0,3.0
15.0,19.0,8.86930338542,51.0,207.205555556,0.0,0.0
33.0,159.0,111.416178385,71.5133333333,471.088888889,0.0,0.0
28.0,100.0,87.8601888021,137.333333333,1544.61388889,108.0,1.0
20.0,89.0,0.0,89.0,0.0,177.0,3.0
38.0,39.0,0.0,59.75,11.9888888889,94.0,2.0
41.0,159.0,95.1861979167,87.1166666667,114.797222222,0.0,0.0
57.0,159.0,0.0,0.0,64.2666666667,0.0,0.0
51.0,89.0,22.2084960938,93.425,1186.125,0.0,0.0
28.0,389.0,377.222330729,0.803333333333,221.416666667,0.0,0.0
95.0,159.0,484.534505208,359.038333333,1544.91111111,0.0,0.0
28.0,389.0,0.0,391.0,0.0,291.0,1.0
40.0,159.0,0.0,5.0,0.0,0.0,0.0
27.0,389.0,0.0,2.33333333333,9.05277777778,0.0,0.0
20.0,89.0,0.0,89.0,0.0,991.58,12.0
28.0,159.0,0.0,10.0,0.0,0.0,0.0
15.0,389.0,121.729329427,0.5,10.6111111111,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
31.0,159.0,20.5823567708,2.03333333333,210.347222222,0.0,0.0
31.0,159.0,0.4853515625,0.0166666666667,63.3277777778,0.0,0.0
16.0,389.0,20.8855794271,0.0,0.947222222222,0.0,0.0
35.0,199.0,126.169270833,25.24,78.4,0.0,0.0
57.0,159.0,1.02408854167,59.0683333333,413.016666667,0.0,0.0
45.0,159.0,1.93082682292,57.0,275.136111111,0.0,0.0
39.0,89.0,0.0,70.0,83.2472222222,0.0,0.0
15.0,89.0,0.0,0.0,0.0,0.0,0.0
28.0,129.0,663.343424479,138.265,142.1,0.0,0.0
22.0,159.0,207.575520833,77.035,493.7,0.0,0.0
41.0,209.0,0.0,15.57,0.0,0.0,0.0
20.0,389.0,520.028808594,459.458333333,1735.73611111,0.0,0.0
16.0,129.0,0.0,0.113333333333,0.0,0.0,0.0
26.0,209.0,0.0,0.0,0.219444444444,0.0,0.0
25.0,89.0,0.0,90.0,0.0,60.0,1.0
60.0,79.0,4.91829427083,27.28,23.0361111111,0.0,0.0
26.0,89.0,252.321777344,157.573333333,825.275,0.0,0.0
27.0,100.0,190.208007812,125.25,536.155555556,108.7,1.0
172.0,159.0,0.0,11.6383333333,0.0,0.0,0.0
104.0,119.0,0.0,4.58333333333,0.0,0.0,0.0
41.0,159.0,91.1420898438,1.13333333333,191.483333333,0.0,0.0
14.0,89.0,0.0,89.0,0.0,0.0,0.0
22.0,129.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
19.0,389.0,1583.45865885,400.116666667,1230.69722222,0.0,0.0
59.0,159.0,50.3338216146,47.5,1111.14722222,0.0,0.0
57.0,99.0,0.0,1.9,40.1361111111,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
14.0,129.0,0.0,0.0,0.0,0.0,0.0
139.0,159.0,0.0,4.0,0.0,0.0,0.0
34.0,159.0,47.3603515625,10.035,508.441666667,0.0,0.0
17.0,159.0,0.0,0.0,84.7583333333,0.0,0.0
21.0,389.0,13.3979492188,0.0,0.858333333333,0.0,0.0
41.0,129.0,895.457682292,175.17,466.547222222,0.0,0.0
33.0,159.0,0.0,57.0,0.161111111111,0.0,0.0
20.0,159.0,328.943684896,56.9333333333,398.697222222,0.0,0.0
27.0,89.0,0.0,100.0,0.0,140.0,2.0
25.0,189.0,0.0,189.0,0.0,387.0,3.0
62.0,19.0,398.44156901,41.4333333333,190.975,0.0,0.0
20.0,129.0,165.467610677,151.206666667,222.094444444,0.0,0.0
15.0,389.0,0.0,5.04,0.0,0.0,0.0
39.0,19.0,272.741210938,75.0366666667,461.775,0.0,0.0
23.0,129.0,0.0,129.0,0.0,89.0,1.0
54.0,159.0,0.0,49.0,88.8,0.0,0.0
35.0,159.0,302.40218099,50.895,100.208333333,0.0,0.0
16.0,129.0,0.0,130.0,0.0,586.28,7.0
25.0,89.0,108.52360026,90.0,83.6861111111,0.0,0.0
30.0,89.0,0.716145833333,86.25,12.7861111111,0.0,0.0
50.0,99.0,221.206217448,87.76,623.588888889,0.0,0.0
47.0,159.0,1.04964192708,0.45,20.3833333333,0.0,0.0
27.0,89.0,0.0,89.8333333333,328.858333333,0.0,0.0
44.0,209.0,0.0,7.76666666667,451.005555556,0.0,0.0
63.0,299.0,127.670410156,197.21,156.066666667,0.0,0.0
17.0,389.0,514.199869792,1.505,409.738888889,0.0,0.0
28.0,159.0,0.0,0.283333333333,126.341666667,0.0,0.0
66.0,39.0,2.37255859375,44.0,495.761111111,0.0,0.0
39.0,39.0,0.0,73.3333333333,0.0,823.94,13.0
42.0,159.0,0.0,62.0333333333,353.883333333,0.0,0.0
13.0,389.0,1089.32568359,412.816666667,15.3833333333,0.0,0.0
58.0,159.0,281.657552083,111.543333333,414.588888889,0.0,0.0
31.0,159.0,240.099283854,71.73,148.277777778,0.0,0.0
43.0,159.0,111.497884115,44.7616666667,540.722222222,0.0,0.0
26.0,389.0,0.0,389.0,0.0,0.0,0.0
47.0,159.0,0.0,0.045,0.0,0.0,0.0
25.0,89.0,0.0,90.0,0.0,60.0,1.0
20.0,89.0,0.0,89.0,0.0,177.0,3.0
63.0,389.0,1351.48876953,417.333333333,1123.65555556,0.0,0.0
61.0,129.0,146.517903646,169.051666667,1082.21111111,101.05,1.0
59.0,209.0,0.0221354166667,0.0,316.188888889,0.0,0.0
25.0,89.0,0.0,90.0,0.0,60.0,1.0
39.0,39.0,0.0,60.0,4.17222222222,221.9,8.0
40.0,159.0,0.0,0.0,0.0,0.0,0.0
45.0,99.0,0.0,2.0,0.0,0.0,0.0
28.0,159.0,0.0,10.0,0.0,0.0,0.0
18.0,389.0,1502.17415365,413.885,193.138888889,0.0,0.0
12.0,89.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
24.0,289.0,721.372070312,11.18,200.588888889,0.0,0.0
165.0,119.0,0.0,2.0,0.0,0.0,0.0
15.0,389.0,0.0,390.0,0.0,900.78,4.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
28.0,389.0,1326.19140625,395.0,393.380555556,0.0,0.0
22.0,89.0,340.880208333,94.3683333333,20.6777777778,0.0,0.0
15.0,89.0,0.0,0.0,0.0,0.0,0.0
45.0,89.0,84.0577799479,90.5533333333,181.675,0.0,0.0
12.0,39.0,1.04606119792,46.4333333333,396.908333333,0.0,0.0
39.0,99.0,0.0,3.0,0.0,0.0,0.0
25.0,389.0,616.771321615,3.59166666667,151.461111111,0.0,0.0
28.0,389.0,0.0,390.0,0.0,0.0,0.0
27.0,389.0,226.983886719,397.0,910.902777778,52.82,1.0
12.0,19.0,166.111165365,44.3766666667,140.452777778,0.0,0.0
32.0,159.0,0.0,15.0166666667,16.2583333333,0.0,0.0
28.0,389.0,381.662109375,394.0,728.452777778,0.0,0.0
37.0,159.0,0.0,4.0,0.0,0.0,0.0
12.0,129.0,0.0,0.0,0.0,0.0,0.0
54.0,599.0,0.0,17.9666666667,0.0,0.0,0.0
32.0,159.0,110.892740885,68.8966666667,27.4861111111,0.0,0.0
30.0,159.0,0.0,0.708333333333,0.761111111111,0.0,0.0
28.0,389.0,0.0,0.0,0.0,0.0,0.0
26.0,389.0,1594.5164388,421.39,655.369444444,0.0,0.0
21.0,69.0,0.0,58.5666666667,49.0666666667,122.85,4.0
177.0,119.0,0.0,1.84,0.0,0.0,0.0
35.0,159.0,0.0,4.05166666667,0.0,0.0,0.0
23.0,89.0,3.99690755208,102.95,150.952777778,120.0,2.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
41.0,159.0,0.0,57.0,0.0,0.0,0.0
41.0,159.0,12.7247721354,10.0166666667,49.025,0.0,0.0
126.0,159.0,45.7277018229,58.3916666667,490.158333333,0.0,0.0
20.0,189.0,631.320638021,195.0,457.983333333,0.0,0.0
38.0,159.0,0.0,0.116666666667,19.7833333333,0.0,0.0
40.0,89.0,251.136230469,95.1366666667,211.538888889,0.0,0.0
27.0,389.0,0.0,0.0,0.0,0.0,0.0
25.0,389.0,113.64078776,0.0,406.988888889,0.0,0.0
26.0,289.0,0.0,0.0,0.0,0.0,0.0
27.0,100.0,0.01171875,128.0,621.15,108.0,1.0
41.0,159.0,0.0,13.0166666667,75.7277777778,0.0,0.0
35.0,46.0,0.0,15.9,384.658333333,0.0,0.0
12.0,89.0,0.0,0.0,0.0,0.0,0.0
16.0,389.0,225.146972656,389.166666667,93.4805555556,1090.2,4.0
101.0,159.0,0.0,10.0,0.0,0.0,0.0
44.0,80.0,7.97444661458,124.466666667,1614.26111111,0.0,0.0
39.0,69.0,0.0,66.6666666667,12.6916666667,246.9,4.0
45.0,159.0,0.0,4.0,0.0,0.0,0.0
39.0,39.0,0.0,60.0,51.5111111111,11.63,1.0
54.0,129.0,392.941894531,163.075,1029.58333333,0.0,0.0
38.0,89.0,0.403971354167,85.8,516.372222222,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
41.0,129.0,48.0550130208,81.9,236.794444444,0.4,1.0
78.0,159.0,0.0,4.0,0.0,0.0,0.0
12.0,19.0,0.0,40.0,0.238888888889,147.49,4.0
15.0,129.0,0.0,0.0,0.0,0.0,0.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
94.0,99.0,0.815266927083,13.6,131.280555556,0.0,0.0
28.0,389.0,0.0,0.0,9.175,0.0,0.0
66.0,80.0,397.41813151,136.77,511.838888889,0.0,0.0
13.0,89.0,283.510904948,140.993333333,16.6583333333,0.0,0.0
40.0,89.0,0.0,90.425,392.658333333,0.0,0.0
25.0,289.0,514.085611979,318.003333333,1285.23611111,0.0,0.0
21.0,89.0,506.181803385,129.775,179.566666667,0.0,0.0
21.0,69.0,0.0,60.0,0.0,50.65,3.0
30.0,159.0,0.0,27.595,0.0,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
19.0,389.0,0.0,389.0,0.0,0.0,0.0
43.0,159.0,101.227050781,70.085,739.811111111,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
20.0,159.0,0.0,0.0,0.0,0.0,0.0
19.0,89.0,405.904947917,93.1216666667,371.405555556,0.0,0.0
14.0,129.0,0.0,0.0,0.0,0.0,0.0
31.0,159.0,30.5179036458,5.6,199.975,0.0,0.0
47.0,159.0,124.417154948,11.8016666667,1818.77777778,0.0,0.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,1329.27099609,393.1,526.447222222,0.0,0.0
18.0,159.0,2.4736328125,0.86,300.744444444,0.0,0.0
45.0,159.0,0.0,4.0,0.0,0.0,0.0
130.0,159.0,0.0,13.0333333333,0.0,0.0,0.0
13.0,89.0,332.002604167,90.0,17.7194444444,0.0,0.0
12.0,129.0,0.0,0.0,0.0,0.0,0.0
26.0,159.0,40.8271484375,0.0833333333333,1.025,0.02,1.0
30.0,89.0,354.706542969,102.316666667,642.8,19.41,1.0
16.0,289.0,0.0,0.165,0.0,0.33,1.0
41.0,159.0,9.19694010417,58.5,66.0222222222,0.0,0.0
12.0,129.0,0.0,0.0,0.0,0.0,0.0
19.0,159.0,73.5703125,49.0166666667,72.25,5.0,1.0
19.0,159.0,0.0,10.8833333333,0.0,0.0,0.0
28.0,89.0,0.0,90.0,0.0,180.0,3.0
29.0,189.0,0.0,1.0,0.0,0.0,0.0
39.0,89.0,68.9295247396,79.5333333333,481.544444444,30.9,1.0
39.0,89.0,0.0,70.0,125.088888889,0.0,0.0
28.0,389.0,1285.40055339,395.333333333,832.330555556,0.0,0.0
27.0,389.0,170.138997396,11.3333333333,3.23888888889,0.0,0.0
27.0,389.0,344.567220052,9.65166666667,231.680555556,0.0,0.0
27.0,389.0,1087.75472005,445.0,1643.19166667,141.0,1.0
18.0,389.0,0.0,393.0,206.769444444,0.0,0.0
24.0,89.0,0.0,89.0,0.0,1054.23,18.0
119.0,12.0,705.528320312,264.706666667,743.805555556,0.0,0.0
28.0,389.0,1646.68359375,442.886666667,0.0,0.0,0.0
27.0,489.0,0.0,0.0,0.0,0.0,0.0
193.0,159.0,0.0,12.6583333333,0.0,0.0,0.0
28.0,389.0,1542.13785807,390.0,1452.04166667,0.0,0.0
28.0,389.0,0.0,390.0,0.0,100.0,1.0
28.0,389.0,0.0,1.0,640.288888889,0.0,0.0
19.0,159.0,0.0,10.0,0.0,0.0,0.0
55.0,119.0,0.0,25.2233333333,421.880555556,0.0,0.0
23.0,89.0,0.0,90.0,0.0,180.0,3.0
34.0,159.0,0.0,8.665,0.0,0.0,0.0
19.0,389.0,1214.63134766,390.333333333,847.247222222,0.0,0.0
28.0,389.0,0.0,0.0,0.0,0.0,0.0
33.0,159.0,0.0,4.0,0.0,0.0,0.0
39.0,89.0,168.549153646,89.5083333333,854.880555556,0.0,0.0
19.0,389.0,373.423177083,5.0,612.986111111,0.0,0.0
41.0,129.0,842.293457031,148.86,326.091666667,0.0,0.0
20.0,389.0,0.0,0.0,0.0,0.0,0.0
25.0,89.0,0.0,89.0,0.0,177.0,3.0
69.0,159.0,0.0,4.23833333333,0.0,0.0,0.0
39.0,69.0,0.0,60.1,99.7027777778,0.0,0.0
28.0,389.0,0.0,410.0,0.0,140.0,1.0
23.0,159.0,94.0773111979,49.2333333333,544.933333333,0.0,0.0
27.0,389.0,324.319661458,1.0,1010.75833333,0.0,0.0
100.0,99.0,3.95963541667,22.2833333333,457.394444444,0.0,0.0
26.0,129.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,1912.85416667,409.333333333,73.3833333333,2907.0,8.0
12.0,129.0,7.01513671875,130.0,0.419444444444,430.0,5.0
19.0,389.0,2504.47949219,441.666666667,167.825,0.0,0.0
20.0,89.0,0.0,89.0,0.0,177.0,3.0
46.0,159.0,0.0,0.0,0.0,0.0,0.0
26.0,159.0,0.0,0.0,0.0,0.0,0.0
50.0,159.0,2.87565104167,4.49166666667,277.352777778,0.0,0.0
29.0,189.0,407.2109375,40.8066666667,248.766666667,0.0,0.0
13.0,159.0,18.1181640625,4.205,328.241666667,0.0,0.0
28.0,389.0,1150.30794271,390.0,220.805555556,0.0,0.0
44.0,209.0,0.0,9.52,0.0,0.0,0.0
20.0,89.0,0.0,100.0,0.0,70.0,1.0
41.0,129.0,297.163736979,230.65,257.441666667,0.0,0.0
50.0,159.0,0.0,4.0,0.0,0.0,0.0
24.0,159.0,0.0,10.0,0.0,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
19.0,89.0,0.0,89.0,0.0,118.0,2.0
20.0,389.0,0.0,0.0,0.0,0.0,0.0
25.0,389.0,0.0,389.0,0.0,1224.22,4.0
46.0,159.0,96.0004882812,82.335,528.833333333,0.0,0.0
21.0,159.0,198.737955729,60.8666666667,701.347222222,0.0,0.0
24.0,389.0,0.0,0.0,0.0,0.0,0.0
39.0,209.0,0.04736328125,3.14,15.8444444444,0.0,0.0
28.0,389.0,291.367675781,390.0,65.4277777778,45.1,1.0
24.0,159.0,0.0,10.0,0.0,0.0,0.0
41.0,159.0,710.275878906,71.955,869.863888889,0.0,0.0
19.0,89.0,326.99202474,105.351666667,191.3,0.0,0.0
22.0,129.0,0.0,0.0,0.0,0.0,0.0
17.0,159.0,0.0,6.73333333333,61.9361111111,0.0,0.0
21.0,389.0,0.0,393.0,0.0,216.78,1.0
63.0,89.0,173.149414062,125.638333333,495.733333333,0.0,0.0
27.0,159.0,0.0,10.0,0.0,0.0,0.0
27.0,159.0,0.0,0.0,0.0,0.0,0.0
47.0,89.0,5.14453125,104.925,587.477777778,0.0,0.0
123.0,159.0,92.7073567708,73.275,514.966666667,21.75,1.0
14.0,389.0,0.0,0.0,0.0,0.0,0.0
17.0,159.0,0.0,5.0,0.0,0.0,0.0
47.0,159.0,0.0,6.415,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
27.0,389.0,1376.03255208,396.685,482.105555556,21.36,1.0
25.0,159.0,0.14013671875,13.0,3.35555555556,0.0,0.0
35.0,199.0,0.0,10.0,0.0,0.0,0.0
20.0,89.0,0.0,89.0,0.0,177.0,3.0
28.0,389.0,910.401367188,390.566666667,1430.22222222,0.0,0.0
57.0,80.0,728.839355469,184.3,797.666666667,0.0,0.0
27.0,389.0,0.0,0.0,0.0,0.0,0.0
27.0,100.0,0.195149739583,120.0,0.0,100.0,1.0
15.0,389.0,1124.30566406,391.25,1124.06388889,0.0,0.0
43.0,159.0,322.587890625,61.345,193.452777778,0.0,0.0
39.0,99.0,352.703776042,56.5166666667,338.580555556,0.0,0.0
83.0,159.0,0.0,4.0,0.0,0.0,0.0
46.0,159.0,0.0,0.0133333333333,8.14722222222,0.0,0.0
25.0,289.0,251.108723958,1.0,307.825,0.0,0.0
13.0,89.0,0.0,0.0,0.0,0.0,0.0
25.0,89.0,160.690917969,102.333333333,153.294444444,0.0,0.0
39.0,159.0,24.6661783854,63.475,364.075,0.4,1.0
135.0,159.0,0.0,4.0,0.0,0.0,0.0
42.0,159.0,0.0,0.0,0.0,0.0,0.0
27.0,89.0,75.0109049479,93.3,411.241666667,0.0,0.0
39.0,69.0,0.0172526041667,74.8166666667,75.7305555556,210.7,3.0
62.0,19.0,97.5952148438,41.0,182.505555556,0.0,0.0
27.0,389.0,1462.41341146,6.75,576.622222222,0.0,0.0
69.0,89.0,454.229003906,128.931666667,84.9361111111,0.0,0.0
25.0,89.0,0.0,89.575,69.7444444444,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
16.0,189.0,0.0,0.0,0.0,0.0,0.0
131.0,159.0,0.0,4.14166666667,0.0,0.0,0.0
22.0,159.0,298.442220052,65.7416666667,226.15,0.0,0.0
55.0,119.0,0.0,0.0,0.0,0.0,0.0
14.0,89.0,0.394205729167,0.035,1.84444444444,0.0,0.0
28.0,389.0,734.595865885,391.0,1198.89444444,0.0,0.0
16.0,39.0,3.72639973958,40.0,54.8722222222,0.0,0.0
16.0,389.0,0.0,0.166666666667,0.0,0.0,0.0
27.0,389.0,691.626302083,393.783333333,410.136111111,0.0,0.0
28.0,389.0,0.0,5.83333333333,820.883333333,0.0,0.0
42.0,159.0,272.494791667,57.8616666667,1200.28055556,0.0,0.0
28.0,159.0,0.0403645833333,0.0,87.5638888889,0.0,0.0
26.0,129.0,13.2244466146,0.0633333333333,125.819444444,0.0,0.0
15.0,389.0,503.963378906,390.0,782.608333333,0.0,0.0
125.0,39.0,0.0987955729167,128.516666667,798.438888889,0.0,0.0
34.0,15.0,0.0,52.2066666667,0.0,152.24,3.0
63.0,209.0,0.0,8.82666666667,38.9555555556,0.0,0.0
71.0,159.0,0.0,84.2833333333,304.016666667,0.0,0.0
57.0,159.0,0.0,4.0,0.0,0.0,0.0
22.0,129.0,0.0,150.0,70.9361111111,0.0,0.0
27.0,159.0,606.701660156,88.19,809.402777778,0.0,0.0
12.0,39.0,0.0,40.0,0.0,64.5,3.0
115.0,189.0,36.7306315104,190.92,104.733333333,0.0,0.0
39.0,159.0,141.793945312,23.4266666667,233.469444444,0.0,0.0
15.0,209.0,0.0,0.215,0.0,0.0,0.0
20.0,389.0,0.0,0.0,0.0,0.0,0.0
72.0,159.0,0.0,15.0,0.0,0.0,0.0
47.0,89.0,123.845377604,99.3083333333,64.5666666667,0.0,0.0
38.0,159.0,0.0,0.843333333333,155.141666667,0.0,0.0
19.0,89.0,10.9381510417,92.75,206.772222222,0.0,0.0
61.0,129.0,536.265299479,250.591666667,1252.56944444,193.15,1.0
28.0,100.0,364.58984375,128.411666667,257.016666667,100.0,1.0
27.0,159.0,0.0,0.0,0.0,0.0,0.0
29.0,159.0,0.0,10.0,0.0,0.0,0.0
44.0,159.0,0.0,5.0,0.0,0.0,0.0
13.0,189.0,0.0,0.0,0.0,0.0,0.0
20.0,89.0,0.0,95.0,0.0,65.0,1.0
27.0,389.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,0.0,0.0,0.0,0.0,0.0
15.0,389.0,1911.2508138,389.333333333,536.758333333,0.0,0.0
12.0,39.0,1.76676432292,43.55,186.441666667,6.25,1.0
37.0,159.0,23.0465494792,62.0,139.469444444,0.0,0.0
33.0,159.0,82.3203125,20.1,454.561111111,0.0,0.0
45.0,159.0,0.0,56.6433333333,52.6638888889,0.0,0.0
54.0,159.0,0.00813802083333,14.9433333333,1435.80555556,0.0,0.0
14.0,129.0,0.0,0.0,0.0,0.0,0.0
13.0,129.0,0.0,0.0,0.0,0.0,0.0
29.0,159.0,16.3984375,4.21333333333,395.65,0.0,0.0
17.0,159.0,0.0,10.0,0.0,0.0,0.0
23.0,159.0,0.0,10.0,0.0,0.0,0.0
13.0,129.0,135.385416667,130.401666667,64.075,433.61,5.0
50.0,159.0,0.0,44.0,0.0,0.0,0.0
41.0,159.0,13.6642252604,87.85,821.425,0.0,0.0
66.0,69.0,32.0131835938,83.0,406.144444444,82.0,1.0
38.0,89.0,1.6865234375,82.6166666667,96.0361111111,13.1,1.0
53.0,199.0,0.0,8.95,292.25,0.0,0.0
